count,mean,std,min,25%,50%,75%,max
478.0,60.51645517903477,12.012376445501953,19.227069735486086,55.07704897968146,66.17480435362395,68.64036770002578,75.02034725990234
478.0,391.58455732467723,54.71923641343745,319.38899443115815,354.84582687524573,366.0362655972438,420.5294660093941,606.7212507729301
478.0,91456.68412394574,36513.184770431726,48052.50271296799,67128.31468115901,73533.1769465472,108849.32209825033,224416.17313637925
478.0,29.317154452557343,5.829604732595119,12.078662288151587,25.412509238939375,31.175719458797843,33.47418248186987,43.69576314446146
478.0,32.74285686730468,7.018282755547908,9.738421469822217,28.38568579343641,35.67755670746655,37.726158057688416,46.66921898928024
478.0,18.76830256294811,4.654305078991882,4.737100366134451,15.726076903540685,20.464157100182113,22.02155349869331,26.658490355669528
478.0,13.300600972400261,2.7382660910203778,3.9730661220321677,11.820403580630698,14.228113281818391,15.0749359551648,20.732336255801957
478.0,7.5386870923080975,1.0527642212082136,3.1504065040650406,7.015994803975322,7.586384652967828,8.219781136628242,11.690659092376219
478.0,48.09968966890625,8.074948925906895,20.590344619333408,43.21556763482976,51.18748507643392,53.924580370774734,66.42100561510975
478.0,29.207880982268648,5.77285193922862,9.126882818483534,25.477757875181645,31.821205714705023,33.307605494887596,43.47075442084336
478.0,21.21103044790008,3.6749902844340165,8.846055654837887,18.970812005379948,22.316578472432735,23.833834631498128,27.643115007735947
478.0,12.493792208838348,1.8332738365661332,6.031746031746032,11.327432443942648,12.88009964818977,13.740770670122787,18.81380806533946
478.0,41.5470444342102,6.2382155081966255,19.57120748877062,37.3080685163857,43.724212373284104,45.88124637307229,56.12238386932108
478.0,173.39572620651973,11.017732154304406,134.85448986524742,166.00244571672988,176.7593748980678,180.90364157485985,208.58856559469118
478.0,572.4238226141848,21.934562824736908,501.60184501020933,557.4839416570305,569.8032867079913,585.3512438618052,645.1987426867473
478.0,199970.64306740166,12135.426062493108,155457.59820061256,192263.41616750287,199568.6859092614,206465.07486880512,245890.53982639775
478.0,1.888557004104291,0.7786830148331962,0.603264726756565,1.3679646046289324,1.6216491529221555,2.3331561158471135,4.675412041708712
478.0,30.7489754072509,7.074772723185784,8.421092364020685,26.78172612525889,33.82041968001583,35.71062403161668,42.534456355283304
478.0,8.55111579585991,1.3698158023634455,4.590841108183178,7.672402773900151,8.440615991309677,9.286091779346377,14.5439287328126
478.0,21.731095068682507,7.167052153911141,1.4796361302985694,18.008121507080027,24.681999176342337,26.72040268250565,32.09289691701752
478.0,0.45732530152916867,0.2524071999044946,0.0,0.28527844667101354,0.4407716829763721,0.593447666289484,1.337983512999366
478.0,22.19785961139099,7.334334285784147,1.4796361302985694,18.369802859037282,25.1893799194956,27.361355077440756,32.41885101181584
478.0,64.19077956053795,10.324874450193274,50.1002004008016,57.14753193901588,60.167327938930526,69.22458433301563,93.04344543841769
478.0,33.56181725240553,9.998877736625683,5.076812742988714,28.521361856384146,37.64401732468795,40.52994162979209,47.9628674574523
478.0,1.6750989611042162,0.5237191975724832,0.3725986189922746,1.3482784308064657,1.5689886174746552,1.948225293110062,4.437869822485207
478.0,35.809220439462045,10.324874450193274,6.956554561582305,30.775415666984372,39.832672061069474,42.852468060984116,49.899799599198396
478.0,80.42319379361523,5.832808098155401,39.654178674351584,77.94605383451128,81.08508858915698,84.01198488754271,99.16107382550335
478.0,79.15147630729095,6.217172512000424,37.694524495677236,76.335737667136,79.80984914466008,83.15370234333008,99.32885906040269
