const,SIZE,ROE,ROA,ROS,LEV,FOR,GOV,CHAIR,Duality,CEO1,BSIZE
1.0,27.976990964250835,0.0033281405505308946,0.0015448043024571816,0.005282714254383702,0.029665752873418678,20.0,0.0,0.0,1.0,0.0,7.0
1.0,28.061263385898222,0.19579014580984286,0.18475667465182205,0.7786760291896981,1.5397343078975165,64.0,0.0,0.0,1.0,0.0,7.0
1.0,27.467313244625377,0.044764470000196205,0.042182531124839086,0.15395978051640222,0.28688238543262773,2.0,0.0,0.0,1.0,0.0,5.0
1.0,29.18351823789984,7.789700099743176,5.990599905267813,4.06265219347251,67.18170463004734,35.0,0.0,0.0,0.0,0.0,9.0
1.0,29.362227002483497,6.28024284462422,4.978105304314377,3.3698189317031684,75.10018496986162,49.0,0.0,0.0,0.0,0.0,9.0
1.0,27.581670144536137,0.2507759572901213,0.14739811334123865,0.10975777877426753,0.7640216716392484,0.0,0.0,0.0,0.0,0.0,5.0
1.0,26.83299552570123,0.3281252575190095,0.19839323258645883,0.14230174823702477,0.2815990292340691,0.0,0.0,0.0,1.0,0.0,5.0
1.0,30.884850871860273,0.5929402028978925,0.4449122541317229,1.1400519052123506,15.968990780531207,7.0,0.0,0.0,0.0,1.0,4.0
1.0,31.097153814994222,0.8449949367764872,0.49239118129846604,0.7955622113493986,14.41097809475293,3.0,0.0,0.0,0.0,1.0,5.0
1.0,31.02408887490869,3.445821541818678,2.103236799490124,3.2204740091615216,9.743631432789423,49.0,6.0,0.0,0.0,0.0,7.0
1.0,31.13940334813722,5.396519042350364,4.607486542833249,6.68380458332479,19.546637769585036,49.0,6.0,0.0,0.0,0.0,7.0
1.0,29.2734430258809,0.17978761354764994,0.07362451701688456,0.12220730614468205,0.8487587995553909,49.0,0.0,1.0,1.0,1.0,5.0
1.0,31.76801639953019,4.7676752869701895,2.0732506294865303,3.787732232570628,2.7883862833911173,3.0,96.0,0.0,0.0,0.0,6.0
1.0,31.761035221563024,19.779937414894732,12.697103631150805,27.111598650443273,13.199915532643377,4.0,96.0,0.0,0.0,0.0,6.0
1.0,27.641634593188158,0.3781316248174495,0.2674243753567724,0.3672235049395632,1.3994940217717233,12.0,0.0,0.0,0.0,0.0,7.0
1.0,27.659598854560254,0.011581393750090091,0.00403444666329333,0.008930394411716926,0.021072914292777325,14.0,0.0,0.0,0.0,0.0,7.0
1.0,29.945524898316123,0.05269038540807914,0.0191664245752467,0.03888097486169815,0.11097626879332265,49.0,0.0,0.0,0.0,0.0,11.0
1.0,31.994336277780622,0.25944906937394246,0.12882169297411375,0.16513494302884096,0.9382802759677522,0.0,97.0,0.0,0.0,0.0,7.0
1.0,31.50454027119573,0.00037170626157042257,0.00018699070497271982,0.0002252915178410362,0.9373064783704955,2.0,0.0,0.0,0.0,0.0,7.0
1.0,31.285115007054262,-1.5609655065284742,-0.3500223504983871,-0.11823535948438715,4.223121832469952,2.0,0.0,0.0,0.0,0.0,7.0
1.0,27.433059082061494,0.0007254415561662659,0.0005429955722166147,0.00044965834505333185,0.0018894854857668523,7.0,0.0,0.0,0.0,0.0,7.0
1.0,27.42263316333604,0.00041029947315804853,0.0003273913811620681,0.0002714048635363101,0.0019765418438438824,7.0,0.0,0.0,0.0,0.0,7.0
1.0,27.75921202351479,0.0008394271370190647,0.0003876725813933262,0.0004880609072858801,0.005061707878642043,0.0,0.0,0.0,0.0,0.0,4.0
1.0,30.447704471758808,1.0656442378684015,0.4012991381954545,0.19892147726715387,12.626772339141361,23.0,0.0,0.0,1.0,0.0,8.0
1.0,26.423468578663893,0.038210096472048406,0.01795130748306592,0.010568733807652036,0.12218972001671542,3.0,0.0,0.0,0.0,0.0,5.0
1.0,26.58980754555829,0.0027576414183388505,0.0017895580174705284,0.006852351453889841,0.015669423610905245,6.0,0.0,0.0,0.0,0.0,5.0
1.0,26.247239594979636,0.002094068702924888,0.0007317014170861791,0.006533383979436547,0.0007376763509272231,2.0,49.0,0.0,0.0,0.0,7.0
1.0,25.90715951889448,0.0003690697690495455,0.00016058033867857375,0.0029890625284277068,0.0006975634379861516,0.0,47.0,0.0,0.0,0.0,7.0
1.0,27.642850867682125,0.03452512019480093,0.025407959926448388,0.03990882258887582,0.3739242019831157,0.0,0.0,0.0,0.0,1.0,7.0
1.0,27.7706091301356,0.03255885441228042,0.02235296817251606,0.03683816242143327,0.39307046630990294,0.0,0.0,0.0,0.0,1.0,4.0
1.0,26.322335734135642,0.016260154912746478,0.013915298351659737,0.023978921386712596,0.1659517723649776,0.0,0.0,0.0,0.0,1.0,5.0
1.0,26.665821087789016,0.02308710692126045,0.01959232885531573,0.04219380909295879,0.20908815458213653,2.0,0.0,0.0,0.0,1.0,5.0
1.0,28.45574027070596,0.04308689686794286,0.03977797237435893,0.2770260350920185,1.4749861449545643,1.0,0.0,0.0,0.0,0.0,5.0
1.0,27.511592101391848,0.024795429224245914,0.0058717892044876895,0.0052759554869234865,0.027976652532996835,0.0,0.0,0.0,0.0,0.0,5.0
1.0,27.583555224522748,0.06582745022402366,0.03813978974535674,0.04978581439900088,2.008674329604453,2.0,0.0,0.0,0.0,0.0,5.0
1.0,26.291316404382687,0.058757709960761725,0.032364791757547605,0.03907381382711321,0.03909140168712786,18.0,0.0,0.0,0.0,0.0,5.0
1.0,26.248838290848372,0.004421083006217736,0.0010729857516280916,0.0036926852072365155,0.0014926665802861112,20.0,0.0,0.0,0.0,0.0,5.0
1.0,31.049783328770175,-3.0497401667766737,-2.61787343044899,-5.849864923902674,79.22347374006998,1.0,0.0,0.0,0.0,1.0,7.0
1.0,30.778637216224375,-16.142325065377605,-13.70363726061802,-27.393220157630807,75.9210880387496,0.0,0.0,0.0,0.0,1.0,7.0
1.0,28.148570087255045,0.04853548776779826,0.018835404978752843,0.019403117295959556,0.7289040419013737,3.0,74.0,0.0,0.0,0.0,5.0
1.0,28.056314994782,0.047571881843298316,0.01785058531048878,0.019572965411683928,0.5016315881022787,1.0,71.0,0.0,0.0,0.0,5.0
1.0,25.72537824756822,0.1466501572644726,0.0727505280947534,0.08007110295998762,0.10505216531877487,0.0,56.0,0.0,0.0,0.0,5.0
1.0,25.69718182010601,0.05966826536585366,0.03307619506073661,0.034220666195867104,0.07702206271609606,0.0,56.0,0.0,0.0,0.0,5.0
1.0,31.990584837882757,14.227260997300302,3.770120636145254,1.7645266652168383,16.482307867650928,39.0,0.0,0.0,0.0,0.0,9.0
1.0,32.253795435864994,18.059749154594265,8.539575649602728,1.980315094374136,60.83813091104958,38.0,0.0,0.0,0.0,0.0,9.0
1.0,29.53513111365275,0.11749576834544188,0.04351607509833345,0.009234350195595866,2.502445883837033,4.0,0.0,0.0,1.0,0.0,7.0
1.0,30.687603868144336,1.6490450300858848,1.5621613985789717,3.2935636550969156,61.48066416465908,16.0,0.0,0.0,0.0,0.0,6.0
1.0,30.4774061546196,1.541156852794043,1.4395570250567662,2.9095037196869664,46.83583635422061,18.0,0.0,0.0,0.0,0.0,6.0
1.0,27.05118833485928,0.003826658542511638,0.0013380570927825598,0.011076232986023562,0.010191375492931913,2.0,24.0,0.0,1.0,0.0,7.0
1.0,26.890056697752602,0.003996950011244667,0.0016718755766413952,0.02149465940754813,0.00919679560146904,1.0,24.0,0.0,1.0,0.0,7.0
1.0,23.72866185692584,0.00034514690493610793,0.0001934275735885715,0.0001871297293557352,0.0003447938000250311,0.0,23.0,0.0,0.0,0.0,5.0
1.0,27.318738926608535,0.07516071187790187,0.04682763272136676,0.0433519196767733,0.20619918433505005,0.0,0.0,0.0,1.0,0.0,5.0
1.0,30.01344274149735,0.5457716064697866,0.4416167757636475,0.33904954190864084,51.55015565431966,27.0,0.0,0.0,0.0,0.0,6.0
1.0,31.967722140428876,0.062463782743231035,0.03243879677332754,0.04544446732871867,0.7395177888856219,10.0,86.0,0.0,0.0,0.0,5.0
1.0,26.797990985672353,0.0009900467947081399,0.0004648538963999371,0.0007432030776867709,0.0010053057695330924,6.0,0.0,0.0,1.0,0.0,5.0
1.0,26.612080081338245,0.0030182105838007485,0.0019453196077117063,0.019899899910555515,0.007840060915359213,7.0,0.0,0.0,1.0,0.0,4.0
1.0,29.520761437961152,0.12497267855028409,0.030290240322186048,0.018692997381058844,0.1859928110356249,2.0,0.0,0.0,0.0,0.0,9.0
1.0,29.64506643541707,0.05960850578243981,0.018922985823260997,0.011626835219084851,0.2671740569159497,1.0,0.0,0.0,0.0,0.0,3.0
1.0,27.96010901243895,0.11687778728303722,0.05193476057336533,0.01187795353176856,1.8502764325204646,7.0,0.0,0.0,1.0,0.0,5.0
1.0,29.727590141268976,0.8874034462269756,0.48879480713473505,0.12425257319609621,13.430035203732686,3.0,0.0,0.0,0.0,0.0,7.0
1.0,29.652214974259163,14.500747185178007,14.085323184634136,34.64108009328382,283.00089400904363,2.0,0.0,0.0,0.0,0.0,7.0
1.0,28.204398914351504,0.33314676108983815,0.18951590311229544,0.29496038708991335,0.3684657169211848,48.0,0.0,0.0,0.0,1.0,8.0
1.0,27.205998500479854,0.02425204730326781,0.007084998576044907,0.06753351058435272,0.01892254710971185,15.0,0.0,0.0,1.0,0.0,5.0
1.0,30.20254114684967,0.004433968158672693,0.0010048856120926856,0.0008552041516734737,0.032755312215151544,3.0,0.0,1.0,1.0,1.0,3.0
1.0,30.21883026292066,0.011087835078140115,0.002698558234985593,0.0021003969332604416,0.03541041842968862,2.0,0.0,1.0,1.0,1.0,4.0
1.0,28.884874917820202,0.2479433815092024,0.18958859802866146,0.20380471907192277,4.398500218526442,6.0,16.0,0.0,1.0,0.0,5.0
1.0,29.048416778346787,0.3682749405694308,0.31457682899464506,0.9098958333333333,6.415034752906695,0.0,16.0,0.0,1.0,0.0,5.0
1.0,26.865163447816705,0.016926192448984953,0.006814853675096144,0.0071119417939163035,0.021331288297205202,17.0,0.0,1.0,0.0,0.0,7.0
1.0,26.947653954689883,0.008265751767834848,0.0031893359245326325,0.0030910350398609394,0.024840229690254446,17.0,0.0,1.0,0.0,0.0,7.0
1.0,27.277123739546564,0.032373070184271185,0.008236065934374325,0.030264713907214722,0.1247499460315176,48.0,0.0,0.0,0.0,1.0,4.0
1.0,27.181379957237507,0.0016099572622947987,0.0003435684644024477,0.0022443821807848837,0.013083851465926126,47.0,0.0,0.0,0.0,1.0,5.0
1.0,30.458908537699998,0.4414582366905886,0.10717777015182853,0.5056231326024178,0.9370691357075946,19.0,0.0,0.0,0.0,1.0,5.0
1.0,30.4303126241277,0.69171413190129,0.5865915175426236,0.8784119106699751,3.410939833732563,27.0,0.0,0.0,0.0,1.0,5.0
1.0,30.11026174408992,0.461801725924292,0.31702702082584455,0.17796496651210716,5.776628859435109,21.0,0.0,0.0,0.0,0.0,9.0
1.0,29.956140396227173,0.07794290940598825,0.061868528240751355,1.6555146126602158,0.25435398946942084,47.0,0.0,1.0,0.0,1.0,5.0
1.0,27.626198505815577,0.0003998307769061577,0.00031844633843586,0.003241739659104825,0.029679563327970167,63.0,0.0,0.0,1.0,0.0,3.0
1.0,25.434407352007828,0.0028779052360428737,0.0013073293285613987,0.007368873715656325,0.0007738051455268821,1.0,0.0,0.0,0.0,0.0,5.0
1.0,26.960026740009738,0.004962758169858837,0.0021776982529396367,0.019921181714389592,0.0865227464399616,9.0,0.0,0.0,0.0,0.0,5.0
1.0,26.656423075193118,0.013980341786812943,0.009735647393721703,0.010158223003451573,0.4723262391517094,10.0,0.0,0.0,0.0,1.0,3.0
1.0,28.725832858327944,0.3849051987000113,0.24300573959129673,0.31433526840840503,3.402044704642771,5.0,70.0,0.0,0.0,0.0,5.0
1.0,26.55571999829478,0.10427537787703706,0.0785217228494459,0.08961212437690425,0.11487239837053224,6.0,0.0,0.0,0.0,0.0,7.0
1.0,26.71348460839803,0.11526041698941243,0.09601971893229987,0.11842623234198228,0.09357533861664918,6.0,0.0,0.0,0.0,0.0,6.0
1.0,29.073130906154624,0.01858232289963974,0.010810422420267658,0.07337928210727447,0.1630484278254493,28.0,0.0,0.0,0.0,0.0,5.0
1.0,29.18256081152417,0.018664977699858396,0.011791091097182498,0.060363997744485046,0.19055376376802774,31.0,0.0,0.0,0.0,0.0,4.0
1.0,29.213932284781908,0.07407870617302116,0.05063274165702888,0.08379531064709186,0.19266187291530482,4.0,0.0,0.0,0.0,0.0,5.0
1.0,29.39720462419558,0.08743865497499818,0.058984053422501195,0.2068446135911678,0.26647405625788284,1.0,0.0,0.0,0.0,0.0,5.0
