TotalAssets,Debt,Equity,ProfitBeforeTax,ProfitAfterTax,Profit_Others,Revenue_Gross,Revenue_Net,D,Ind,Gender,Position,YearBirth,Edu,Nationality,Stock_Num,Manager,Year_StartWork,BoardMember,R,Control,CHAIR,CEO,Duality,CEO1,IndCode,BSIZE,FOR_No,FOR,FOR_Ind_No,FOR_Ind,FOR_Org_No,FOR_Org,DOM_Ind_No,DOM_Ind,DOM_Org_No,DOM_Org,GOV
1.38705E+11,28329696206,1.10376E+11,-6890118218,-6890118218,1609711913,2.54128E+11,2.48966E+11,HOSE,601,1,CTHĐQT,1962,0,1,0,0,2018,1,0,0,0,,0,0,601,5,41920,0.423434343,0,0,0,0,0,0,6514700,65.81,65.81
1.41695E+11,87986656520,53707977583,-14892170967,-14903774418,-256179685,71507362506,71507362506,HNX,516,1,CTHĐQT/TGĐ,1962,1,1,1087123,1,2001,1,1,0,0,0,1,0,516,5,541938,10.04335631,0,0,0,0,1376424,25.51,390000,7.23,0
1.74964E+11,1.20135E+11,54828457626,4091735550,1146471370,15521115968,96692520338,96692520338,HNX,516,1,CTHĐQT,0,0,1,224400,0,,1,0,0,0,,0,0,516,5,539138,9.991465877,0,0,0,0,1526424,28.29,791000,14.66,0
,,,,,,,,HOSE,,,,,,,,,,,,,,,,,1004,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,HOSE,,,,,,,,,,,,,,,,,1004,,,,0,0,0,0,0,0,0,0,
,,,,,,,,HNX,,,,,,,,,,,,,,,,,301,,,,0,0,0,0,0,0,0,0,
,,,,,,,,HNX,301,1,CTHĐQT,1962,1,1,30000,0,2014,1,0,0,0,,0,0,301,3,7595000,49,0,0,0,0,939472,6.06,11945974,77.07,0
1.54083E+11,26401318901,1.27682E+11,15021319057,12045548204,-307546,1.8477E+11,1.8477E+11,HNX,901,1,CTHĐQT,1974,2,1,17300,0,2003,1,0,0,0,,0,0,901,7,866240,8.476357515,0,0,765000,7.49,2392400,24.01,3697600,36.45,25.35
1.5072E+11,22717189043,1.28003E+11,13055563946,10286487441,-10632298,1.70372E+11,1.70372E+11,HNX,901,1,CTHĐQT/Phó TGĐ,1964,1,1,358383,1,2009,1,1,0,0,,0,0,901,7,854440,8.360891802,0,0,0,0,2410200,24.18,3697600,36.45,25.35
41514873958,9588227641,31926646317,4397893447,3380912275,-26186395,62716545888,61215922052,HNX,901,1,CTHĐQT,1964,2,1,0,0,,1,0,0,0,,0,,901,5,486800,26.17204301,0,0,477000,27.1,233800,13.28,862600,49,22.19
42498297458,8811542784,33686754674,5327001850,4224108357,54574426,64178731902,62781118003,HNX,901,1,CTHĐQT,1964,2,1,0,0,,1,0,0,0,,0,,901,5,99300,5.338709677,0,0,89200,5.07,622100,35.35,862600,49,22.19
,,,,,,,,HOSE,1001,1,CTHĐQT,1951,1,1,0,0,,1,0,0,0,,0,0,1001,10,370631921,29.9979806,0,0,185329207,15,0,0,0,0,0
,,,,,,,,HOSE,1001,1,CTHĐQT,1962,2,1,0,0,2015,1,0,0,0,,0,0,1001,10,370282555,29.96970382,0,0,185329207,15,0,0,0,0,0
4.46113E+11,1.83902E+11,2.62211E+11,52786473295,40947453996,-819697378,6.17413E+11,5.99103E+11,HNX,901,1,CTHĐQT,1967,0,1,0,0,,1,0,0,0,,0,0,901,5,3519137,23.46091333,781600,5.21,0,0,0,0,6782789,45.21,40.16
4.68084E+11,1.85068E+11,2.83016E+11,57100013879,45363135395,345957909,6.67193E+11,6.5259E+11,HNX,901,1,CTHĐQT,1967,0,1,0,0,,1,0,0,0,,0,0,901,5,3624347,24.16231333,781600,5.21,0,0,0,0,6782789,45.22,40.16
1.05646E+12,2.63747E+11,7.92714E+11,12471654564,8982712517,796695678,4.1229E+11,4.1229E+11,HOSE,905,1,CTHĐQT/TGĐ,1971,1,1,4227306,1,1995,1,1,0,0,0,1,0,905,7,11496771,22.57445049,0,0,7448579,14.67,10183258,20,11961757,23.6,0
1.41336E+12,5.8977E+11,8.23586E+11,39083062116,30711481935,4699998587,8.7478E+11,8.7476E+11,HOSE,905,1,CTHĐQT/TGĐ,1971,1,1,4227306,1,1995,1,1,0,0,0,1,0,905,7,10250430,20.12720133,0,0,7448579,14.63,10183258,20,11952155,23.47,0
2.91599E+11,1.70154E+11,1.21444E+11,826302360,632471617,794094929,2.94702E+11,2.94702E+11,HOSE,518,1,CTHĐQT,1961,1,1,8,0,1999,1,0,0,0,,0,0,518,4,4120,0.035910398,0,0,0,0,2376689,20.72,0,0,0
3.42383E+11,1.81661E+11,1.60723E+11,1622437484,1249931563,74037839,4.23087E+11,4.23087E+11,HOSE,518,1,CTHĐQT,1961,1,1,8,0,1999,1,0,0,0,,0,0,518,5,5350,0.034973417,0,0,0,0,5864534,39.77,0,0,0
1.49011E+12,5.81128E+11,9.08985E+11,95709154711,76212394656,1230927522,1.18292E+12,1.18072E+12,HOSE,505,1,CTHĐQT/TGĐ,1964,1,0,7006800,1,2007,1,1,0,0,0,1,0,505,7,26296326,62.64046735,7006800,18.42,5246950,13.79,0,0,0,0,0
1.53763E+12,5.99106E+11,9.38528E+11,93972257447,71888267837,696100778,1.00785E+12,1.0042E+12,HOSE,505,1,CTHĐQT/TGĐ,1964,1,0,7006800,1,2007,1,1,0,0,0,1,0,505,7,26996306,64.30788942,7006800,16.7,6067690,14.5,0,0,0,0,0
7.60463E+11,91968725865,6.68494E+11,34081482889,27106611475,-216356475,5.53682E+11,5.53682E+11,HOSE,405,1,CTHĐQT,1972,2,1,15200000,0,2011,1,0,0,0,,0,0,405,5,204530,0.340883333,0,0,0,0,19700000,32.83,0,0,0
8.4899E+11,1.24132E+11,7.24858E+11,23179523153,18252085940,-772108313,5.85252E+11,5.85252E+11,HOSE,405,1,CTHĐQT/TGĐ,1972,2,1,15200000,1,2011,1,1,0,0,0,1,0,405,5,1120810,1.868016667,0,0,0,0,19700000,32.83,0,0,0
,,,,,,,,HNX,1002,1,CTHĐQT/TGĐ,1969,2,1,6000000,1,2007,1,1,0,0,0,1,0,1002,6,,,0,0,0,0,44117000,73.53,3300000,5.5,5.5
,,,,,,,,HNX,1002,1,CTHĐQT/TGĐ,1969,2,1,6000000,1,2007,1,1,0,0,0,1,0,1002,6,0,0,0,0,0,0,44117000,73.53,3300000,5.5,5.5
9.34969E+11,3.8695E+11,5.48019E+11,48167843191,36712430509,-7782548867,8.86132E+11,8.84187E+11,HOSE,513,1,CTHĐQT,1954,1,1,25000,0,2008,1,0,0,0,,0,0,513,5,1047715,2.555402439,0,0,0,0,0,0,25401494,61.95,0
9.05906E+11,3.36385E+11,5.69521E+11,57587394634,47443559616,1503691655,7.50844E+11,7.50544E+11,HOSE,513,1,CTHĐQT,1954,1,1,25000,0,2008,1,0,0,0,,0,0,513,5,1052435,2.566914634,0,0,0,0,0,0,25401494,61.95,0
4.72325E+12,2.78904E+12,1.93421E+12,3.06282E+11,2.48699E+11,35041465705,2.84628E+12,2.84555E+12,HOSE,403,1,CTHĐQT,1973,2,1,5876467,0,2003,1,0,0,0,,0,0,403,9,33268200,35.26244576,0,0,23144063,24.54,5876467,6.23,0,0,0
5.64746E+12,3.19163E+12,2.45583E+12,2.76591E+11,2.11561E+11,-4574918449,3.09165E+12,3.09119E+12,HOSE,403,1,CTHĐQT,1973,2,1,5876467,0,2003,1,0,0,0,,0,0,403,9,58943529,49.30908052,0,0,43436219,36.33,6170290,5.16,0,0,0
9.44376E+11,3.89076E+11,5.553E+11,-33845446903,-35526616308,-945239798,3.98118E+11,3.97982E+11,HOSE,404,1,CTHĐQT/TGĐ,1957,2,1,0,1,2018,1,1,0,0,0,1,0,404,5,244794,0.63368904,0,0,0,0,0,0,19949338,51.64,0
9.51847E+11,3.4084E+11,6.11008E+11,68380406394,65756214537,-1263372907,4.45776E+11,4.45776E+11,HOSE,404,1,CTHĐQT,1957,2,1,0,0,2018,1,0,0,0,,0,0,404,5,31254,0.080906057,0,0,0,0,0,0,19949338,51.64,0
