TotalAssets,Debt,Equity,ProfitBeforeTax,ProfitAfterTax,Profit_Others,Revenue_Gross,Revenue_Net,D,Ind,Gender,Position,YearBirth,Edu,Nationality,Stock_Num,Manager,Year_StartWork,BoardMember,R,Control,CHAIR,CEO,Duality,CEO1,IndCode,BSIZE,FOR_No,FOR,FOR_Ind_No,FOR_Ind,FOR_Org_No,FOR_Org,DOM_Ind_No,DOM_Ind,DOM_Org_No,DOM_Org,GOV
1.37991E+12,7.6117E+11,6.18742E+11,66462426351,53959880778,1904408405,1.55534E+12,1.55534E+12,HOSE,512,1,CTHĐQT/TGĐ,1971,1,1,0,1,2001,1,1,0,0,0,1,0,512,5,2317748,4.47484158,0,0,0,0,0,0,24989717,48.25,0
1.61413E+12,9.41884E+11,6.72243E+11,71210624417,53158186674,-1174484951,1.63544E+12,1.63544E+12,HOSE,512,1,CTHĐQT/TGĐ,1971,1,1,0,1,2001,1,1,0,0,0,1,0,512,5,2064642,3.986173592,0,0,0,0,0,0,24989717,48.25,0
7.26128E+11,3.64336E+11,3.61792E+11,11583349380,9004381610,3379912750,2.47973E+11,2.47867E+11,HOSE,1801,1,CTHĐQT/TGĐ,1958,1,1,6500000,1,2003,1,1,0,0,0,1,0,1801,5,944760,2.76245614,0,0,0,0,11000000,32.17,0,0,0
6.24018E+11,2.62356E+11,3.61663E+11,1591377940,609269875,14846266198,1.17452E+11,1.17452E+11,HOSE,1801,1,CTHĐQT/TGĐ,1958,1,1,3500000,1,2003,1,1,0,0,0,1,0,1801,3,982530,2.872894737,0,0,0,0,3500000,10.23,0,0,0
1.36741E+12,8.40332E+11,5.27077E+11,58959446651,51513702587,-2066097660,1.58684E+12,1.58679E+12,HOSE,501,1,CTHĐQT,1964,0,1,138575,0,2008,1,0,0,0,,0,0,501,8,740,0.001688922,0,0,0,0,0,0,34721490,79.25,0
1.57535E+12,9.86002E+11,5.89349E+11,69211846205,62271882843,-144994395,2.49328E+12,2.49327E+12,HOSE,501,1,CTHĐQT,1964,0,1,145503,0,2008,1,0,0,0,,0,0,501,5,3115,0.006770942,0,0,0,0,0,0,36457564,79.25,0
8.35001E+12,5.60349E+12,2.74653E+12,3.93359E+11,3.60235E+11,6201894016,6.79551E+12,6.67431E+12,HOSE,501,1,CTHĐQT,1957,2,1,15132554,0,1996,1,0,0,0,,0,0,501,8,22743019,27.46129018,0,0,7221456,8.7,15132554,18.3,8676530,10.5,0
9.59192E+12,6.56597E+12,3.02596E+12,3.45051E+11,3.0513E+11,6114176961,7.29993E+12,7.18676E+12,HOSE,501,1,CTHĐQT,1957,2,1,16645809,0,1996,1,0,0,0,,0,0,501,8,21026272,23.08047387,0,0,7943601,8.72,16645809,18.27,6367912,6.99,0
1.43434E+12,5.43687E+11,8.90654E+11,2.01026E+11,1.63005E+11,15148018,1.47402E+12,1.40102E+12,HOSE,511,1,CTHĐQT/TGĐ,1961,1,1,471095,1,1983,1,1,0,0,0,1,0,511,7,0,0,0,0,0,0,0,0,6984955,13.34,13.34
1.62055E+12,6.88045E+11,9.32508E+11,1.74013E+11,1.42227E+11,196026358,1.32101E+12,1.26173E+12,HOSE,511,1,CTHĐQT,1961,1,1,471095,0,1983,1,0,0,0,,0,1,511,7,0,0,0,0,0,0,0,0,6984955,13.34,13.34
6.17395E+11,3.77592E+11,2.39804E+11,26001544140,21179675108,8110069584,7.85142E+11,7.76298E+11,HOSE,602,1,CTHĐQT,1979,1,1,788965,0,2014,1,0,0,0,,0,0,602,7,475467,3.861035622,0,0,0,0,6046356,49.08,0,0,0
7.13984E+11,4.7612E+11,2.37864E+11,31060938018,25639583861,2162646507,7.93589E+11,7.86282E+11,HOSE,602,1,CTHĐQT,1980,2,1,1025000,0,2016,1,0,0,0,,0,0,602,7,1057953,7.82,0,0,0,0,6423380,47.48,0,0,0
54343089059,36046508934,18296580125,-10692335793,-10692335793,120710115,85009320488,85009320488,HNX,403,1,CTHĐQT,1963,1,1,120120,0,2006,1,0,0,0,,0,0,403,5,200,0.007936508,0,0,0,0,0,0,1261800,50.1,0
1.59697E+11,1.34387E+11,25309773794,7733174369,7013193669,2536543840,1.90437E+11,1.90437E+11,HNX,403,1,CTHĐQT/Phó GĐ,1984,1,1,39000,1,,1,1,0,0,,0,0,403,3,200,0.007936508,0,0,0,0,3533040,50.07,1261800,50.07,0
3.48978E+11,2.04589E+11,1.44389E+11,17669610857,13812600226,6256928416,3.209E+11,3.209E+11,HOSE,401,1,CTHĐQT,1976,1,1,2279710,0,2000,1,0,0,0,,0,0,401,5,14553,0.1323,0,0,0,0,2279710,20.72,4185663,38.05,0
6.59207E+11,3.21463E+11,3.37743E+11,32190410077,25633957186,1958198477,4.0495E+11,4.0495E+11,HOSE,401,1,CTHĐQT,1976,1,1,3013681,0,2000,1,0,0,0,,0,0,401,5,23368,0.08057931,0,0,0,0,3013681,10.39,11394228,39.29,0
1.73093E+12,9.25802E+11,8.05127E+11,20027853585,12698029644,-286824380,8.12364E+11,8.0418E+11,HOSE,511,1,CTHĐQT/TGĐ,1975,2,1,0,1,2014,1,1,0,0,0,1,0,511,5,2054093,3.614272273,0,0,0,0,0,0,42402616,74.61,0
1.71247E+12,8.28049E+11,8.84422E+11,1.04733E+11,87003627848,975602658,7.56657E+11,7.52014E+11,HOSE,511,1,CTHĐQT,1975,2,1,0,0,2014,1,0,0,0,,0,1,511,5,1818863,3.200374136,0,0,0,0,0,0,42402616,74.61,0
1.10306E+13,4.76171E+12,6.26887E+12,7.06199E+11,6.59059E+11,9335797010,6.82733E+12,6.68933E+12,HOSE,511,1,CTHĐQT,1977,0,1,0,0,2019,1,0,0,0,,0,0,511,5,20904587,3.948731961,0,0,0,0,0,0,445126747,84.08,75.56
1.01726E+13,4.06627E+12,6.10633E+12,4.63088E+11,4.27724E+11,45011213477,7.17658E+12,7.04297E+12,HOSE,511,1,CTHĐQT,1977,2,1,0,0,2019,1,0,0,0,,0,0,511,5,12983787,2.452547601,0,0,0,0,0,0,445126747,84.08,75.56
3.98647E+11,2.55186E+11,1.43461E+11,12967973694,10077809431,518850699,2.59619E+11,2.58366E+11,HNX,303,1,CTHĐQT,1961,2,1,1500000,0,2012,1,0,0,0,,0,1,303,5,0,0,0,0,0,0,4120000,34.33,0,0,0
6.38843E+11,4.81179E+11,1.57663E+11,17860992894,14202590691,-192199230,3.42438E+11,3.41791E+11,HNX,303,1,CTHĐQT,1961,2,1,1500000,0,2012,1,0,0,0,,0,1,303,5,100,0.000833333,0,0,0,0,4120000,34.33,0,0,0
4.73E+12,1.56457E+12,3.16542E+12,9.06609E+11,8.72807E+11,-21670243544,6.09151E+12,6.09014E+12,HOSE,511,1,CTHĐQT/TGĐ,1956,1,1,20020336,1,2007,1,1,0,0,0,1,0,511,5,1064583,0.987518892,0,0,0,0,34498309,32,9957660,9.24,9.24
4.72186E+12,1.2703E+12,3.45156E+12,5.9907E+11,5.71558E+11,2998079676,5.09191E+12,5.09062E+12,HOSE,511,1,CTHĐQT/TGĐ,1956,1,1,23071716,1,2007,1,1,0,0,0,1,0,511,5,2190992,1.693669416,0,0,0,0,39745980,30.72,11451108,8.85,8.85
2.22334E+12,1.45686E+12,7.66479E+11,1.39636E+11,1.09525E+11,2322713313,5.99827E+12,5.93737E+12,HOSE,601,1,CTHĐQT/TGĐ,1970,1,1,1817104,1,2003,1,1,0,0,0,1,0,601,5,4603865,11.29734389,0,0,2140015,5.25,2252516,5.55,14872000,36.49,0
2.40506E+12,1.48021E+12,9.24848E+11,2.10354E+11,1.63179E+11,436703970,8.6032E+12,8.48807E+12,HOSE,601,1,CTHĐQT/TGĐ,1970,1,1,1937104,1,2003,1,1,0,0,0,1,0,601,5,7034095,16.76710865,0,0,2140015,5.1,2357516,5.62,14872000,35.45,0
4.19257E+11,32869318007,3.86388E+11,83018567139,66894331513,-13314780,2.97821E+11,2.97821E+11,HOSE,202,1,CTHĐQT,1965,1,1,595206,0,2011,1,0,0,0,,0,0,202,5,1511444,9.996358453,0,0,0,0,0,0,5749893,39.04,0
4.26594E+11,39523273991,3.8707E+11,83879445979,67930222255,73837271,3.31527E+11,3.31527E+11,HOSE,202,1,CTHĐQT,1965,1,1,595206,0,2011,1,0,0,0,,0,0,202,5,1450754,9.59496813,0,0,0,0,0,0,5749893,39.04,0
1.81224E+12,9.70272E+11,8.41965E+11,1.54961E+11,1.34116E+11,3480472666,9.26844E+11,9.26654E+11,HOSE,508,1,CTHĐQT/TGĐ,1964,1,1,2564049,1,2012,1,1,0,0,0,1,0,508,6,13787714,33.34267841,0,0,6390312,14.26,10961994,24.46,2904687,6.48,0
2.11328E+12,9.94942E+11,1.11834E+12,2.20335E+11,1.81588E+11,12158762789,1.43003E+12,1.42989E+12,HOSE,508,1,CTHĐQT/TGĐ,1964,1,1,3488858,1,2012,1,1,0,0,0,1,0,508,6,20687449,36.94465497,0,0,11824342,21.99,9857812,17.85,3485624,6.48,0
4.20596E+12,1.0617E+12,3.14426E+12,7.31782E+11,6.51089E+11,13937328508,4.42156E+12,3.88213E+12,HOSE,511,1,CTHĐQT,1972,2,1,0,0,2017,1,0,0,0,,0,0,511,7,64046372,48.98531291,0,0,45761086,34.99,0,0,56626237,43.31,43.31
4.14682E+12,7.69267E+11,3.37755E+12,7.13195E+11,6.31263E+11,-1738168519,4.41396E+12,3.89675E+12,HOSE,511,0,CTHĐQT/Thành viên Kiểm toán nội bộ,1973,2,1,0,0,2017,1,0,0,1,,0,0,511,7,71172126,54.43538414,0,0,66697052,51.01,0,0,56626237,43.31,43.31
6.10989E+11,2.57102E+11,3.53887E+11,7953484571,6310770075,-2319648409,8.98619E+11,8.98529E+11,HOSE,202,1,CTHĐQT/TGĐ,1968,1,1,6634393,1,2003,1,1,0,0,0,1,0,202,5,59109,0.188268127,0,0,0,0,6634393,21.13,0,0,0
5.69287E+11,2.11357E+11,3.5793E+11,7076545548,4674080100,-3980073550,1.11242E+12,1.11242E+12,HOSE,202,1,CTHĐQT/TGĐ,1968,1,1,6634393,1,2003,1,1,0,0,0,1,0,202,4,57739,0.183904539,0,0,0,0,6634393,21.13,0,0,0
1.94642E+11,35963291120,1.58679E+11,20646750847,16517400678,8457756260,2.5315E+11,2.52472E+11,HNX,518,1,CTHĐQT,1964,1,1,1307254,0,1989,1,0,0,0,,0,0,518,5,653920,6.889024673,0,0,0,0,1307254,13.77,0,0,0
2.10078E+11,49455947577,1.60622E+11,15108128299,12086502639,2705011325,2.80447E+11,2.79322E+11,HNX,518,1,CTHĐQT,1964,1,1,1307254,0,1989,1,0,0,0,,0,0,518,5,538720,5.675396641,0,0,0,0,1307254,13.77,0,0,0
6.39124E+11,3.63124E+11,2.76E+11,1.05888E+11,84969136196,9128068381,1.70534E+12,1.70534E+12,HNX,511,1,CTHĐQT,1951,1,1,1499998,0,1993,1,0,0,0,,0,0,511,7,677578,3.595575473,0,0,0,0,7279500,38.63,1005851,5.34,5.34
7.3822E+11,4.26074E+11,3.12147E+11,1.1266E+11,90022812337,9003447234,2.04275E+12,2.04224E+12,HNX,511,1,CTHĐQT,1951,1,1,1649997,0,1993,1,0,0,0,,0,0,511,7,685045,3.242453567,0,0,0,0,7415559,35.07,11063810,5.24,5.24
6.83211E+12,3.61275E+12,3.21936E+12,4.28283E+11,3.32925E+11,88885166344,2.45914E+12,2.34501E+12,HOSE,405,1,CTHĐQT,1957,2,1,15508332,0,1990,1,0,0,0,,0,0,405,7,95452422,37.80521775,0,0,53782153,21.3,15508332,6.14,53048407,21.01,0
8.19723E+12,4.18778E+12,4.00945E+12,4.71281E+11,3.71823E+11,-61867793125,2.13948E+12,2.11574E+12,HOSE,405,1,CTHĐQT,1957,2,1,19870090,0,1990,1,0,0,0,,0,0,405,7,112924290,35.85540066,0,0,63893197,20.84,19870090,6.31,60615105,20.66,0
2.97589E+11,2.05446E+11,92143084011,2348076641,1729944777,39340777,1.82252E+11,1.82252E+11,HNX,401,1,CTHĐQT/TGĐ,1963,1,1,43600,1,1990,1,1,0,0,0,1,0,401,4,6168,0.104364396,0,0,0,0,1911670,32.35,316000,5.35,0
3.489E+11,2.57539E+11,91360734187,2264689672,1754749976,0,1.46597E+11,1.46597E+11,HNX,401,1,CTHĐQT,1963,1,1,43600,0,1990,1,0,0,0,,0,0,401,5,3389,0.056672601,0,0,0,0,2468397,41.77,316000,5.35,0
2.38841E+12,1.31541E+12,1.073E+12,25339704203,18672075329,-22082546485,1.84438E+11,1.84438E+11,HNX,805,1,CTHĐQT/GĐ,1984,1,1,965700,1,2006,1,1,0,0,0,1,0,805,5,1039560,1.027463132,0,0,0,0,24294888,24.01,20002300,19.77,0
1.32909E+12,2.55254E+11,1.07384E+12,18729017552,16005464798,-10318425520,2.01027E+11,2.01027E+11,HNX,805,1,CTHĐQT/GĐ,1984,1,1,965700,1,2006,1,1,0,0,0,1,0,805,5,1039485,1.027389005,0,0,0,0,35850488,35.43,20002300,19.77,0
8.71226E+12,5.2301E+12,3.48215E+12,36548979819,14353129370,8272482592,2.91684E+12,2.91429E+12,HOSE,517,1,CTHĐQT,1962,0,1,64226523,0,1995,1,0,0,0,,0,0,517,6,25197419,8.418510097,0,0,31858597,10.65,64226523,21.46,0,0,0
8.61451E+12,5.18446E+12,3.43005E+12,38419579975,-7458600891,-43378759502,2.87327E+12,2.87326E+12,HOSE,517,1,CTHĐQT,1962,0,1,74226523,0,1995,1,0,0,0,,0,0,517,7,6631247,2.215513415,0,0,17658567,5.9,64226523,21.46,0,0,0
1.46509E+12,3.35549E+11,1.12954E+12,2.8609E+11,2.28772E+11,3616976318,1.464E+12,1.38509E+12,HOSE,511,1,CTHĐQT,1970,2,1,0,0,2019,1,0,0,0,,0,1,511,7,22029068,63.43413779,0,0,17949800,51.69,0,0,12054467,34.71,34.71
1.53305E+12,2.80784E+11,1.25227E+12,2.90916E+11,2.32635E+11,5314420529,1.53385E+12,1.46839E+12,HOSE,511,1,CTHĐQT,1970,2,1,0,0,2019,1,0,0,0,,0,1,511,6,22026781,63.42755223,0,0,17949800,51.69,0,0,12054467,34.71,34.71
77148652619,25670948656,51477703963,19655180260,15671266639,3951851509,2.8662E+11,2.8662E+11,HNX,301,1,CTHĐQT,1961,2,1,938028,0,2016,1,0,0,0,,0,0,301,5,7838,0.190690749,0,0,0,0,2966092,72.14,0,0,0
82833237072,24010138071,58823099001,26109630784,20643082716,4657674066,3.57735E+11,3.57735E+11,HNX,301,1,CTHĐQT,1961,2,1,938028,0,2016,1,0,0,0,,0,0,301,5,6467,0.157335682,0,0,0,0,3016092,73.36,0,0,0
1.47207E+11,68453220593,78753436073,5023405449,3924518699,-230466219,1.63169E+11,1.62935E+11,HNX,521,1,CTHĐQT/TGĐ,1975,0,1,0,1,2016,1,1,0,0,0,1,0,521,5,226366,5.171001038,0,0,0,0,1201393,27.44,0,0,0
2.12025E+11,1.25428E+11,86597566406,10950249557,8629034073,-639313512,3.56115E+11,3.55857E+11,HNX,521,1,CTHĐQT,1975,1,1,0,0,2016,1,0,0,0,,0,1,521,3,242766,5.545635113,0,0,0,0,1684833,38.49,0,0,0
6.67108E+12,4.92361E+12,1.74747E+12,15180482084,12246279638,-3480989182,2.18819E+12,2.18082E+12,HNX,512,1,CTHĐQT,1982,1,1,4848176,0,2012,1,0,0,0,,0,0,512,5,1532795,1.74164358,0,0,0,0,15211601,15.21,32676781,32.67,0
7.59033E+12,5.52063E+12,2.0697E+12,39679032660,27097304518,-1933883598,2.8247E+12,2.79911E+12,HNX,512,1,CTHĐQT,1982,1,1,10562620,0,2012,1,0,0,0,,0,0,512,7,927474,0.927394847,0,0,0,0,10562620,10.56,6000000,6,0
2.39811E+11,58948845489,1.80862E+11,1.02215E+11,80063344488,417848733,4.7926E+11,4.71177E+11,HNX,511,1,CTHĐQT/TGĐ,1960,1,1,474474,1,1984,1,1,0,0,0,1,0,511,5,51430,0.756323529,0,0,0,0,891027,13.13,1687498,24.81,0
3.69181E+11,67493744054,3.01687E+11,1.03576E+11,82721779366,138901481,4.2363E+11,4.10804E+11,HNX,511,1,CTHĐQT,1960,1,1,548720,0,1984,1,0,0,0,,0,0,511,5,41452,0.482,0,0,0,0,3055659,35.53,1898435,22.07,0
40980272437,2293913405,38686359032,2704728655,2152154599,4746000,65644596239,65644596239,HNX,512,1,CTHĐQT,0,0,1,299771,0,,1,0,0,0,,0,0,512,3,28590,1.277891011,0,0,0,0,412271,18.43,650000,29.1,0
77742564842,35383480993,42359083849,7292343583,5818026817,-34778547,80797004177,80797004177,HNX,512,1,CTHĐQT,0,0,1,299771,0,,1,0,0,0,,0,0,512,3,28580,1.277444039,0,0,0,0,412271,18.43,650000,29.1,0
4.64716E+12,3.61107E+12,1.03609E+12,1.88264E+11,1.57384E+11,14181586334,1.57263E+12,1.57263E+12,HOSE,402,1,CTHĐQT,1970,1,1,4782694,0,2004,1,0,0,0,,0,0,402,5,9230,0.030766706,0,0,0,0,11232181,37.44,0,0,0
5.08425E+12,3.84758E+12,1.23667E+12,2.84534E+11,2.22745E+11,18351580996,1.97318E+12,1.97318E+12,HOSE,402,1,CTHĐQT,1970,1,1,7174041,0,2004,1,0,0,0,,0,0,402,8,93898,0.208663103,0,0,0,0,18392366,42.27,0,0,0
1.11343E+13,2.87925E+12,8.25501E+12,8.70616E+11,7.12474E+11,16399612456,9.39536E+12,9.29711E+12,HOSE,511,1,CTHĐQT,1967,2,1,170500,0,2013,1,0,0,0,,0,0,511,5,83464391,21.32457614,0,0,0,0,0,0,233204253,59.59,59.59
1.14403E+13,3.27887E+12,8.16144E+12,4.67076E+11,3.8886E+11,1023537807,7.75708E+12,7.68354E+12,HOSE,511,1,CTHĐQT,1962,2,1,0,0,,1,0,0,0,,0,0,511,6,74207211,18.95943051,0,0,0,0,0,0,233204253,59.58,59.58
3.65959E+12,1.21412E+12,2.44546E+12,3.01644E+11,2.35038E+11,10700663148,1.03008E+12,1.03005E+12,HOSE,511,1,CTHĐQT,1965,2,1,1600,0,,1,0,0,0,,0,0,511,5,8244570,19.1734186,0,0,2944680,7.34,0,0,24000000,59.81,0
3.73726E+12,1.4594E+12,2.27786E+12,2.43868E+11,1.91164E+11,28653838975,1.03325E+12,1.03308E+12,HOSE,511,1,CTHĐQT,1965,2,1,1600,0,,1,0,0,0,,0,0,511,5,6415970,14.92086047,0,0,2944680,7.34,0,0,24000000,55.81,0
,,,,,,,,HNX,601,1,CTHĐQT,1963,0,1,0,0,2015,1,0,0,0,,0,0,601,5,733136,2.358468518,0,0,0,0,0,0,0,0,0
,,,,,,,,HNX,,,,,,,,,,,,,,,,,601,,121161,0.38976998,0,0,0,0,0,0,0,0,0
1.86502E+12,7.80176E+11,1.08484E+12,1.12596E+11,89983243015,2211614510,1.19042E+12,1.18738E+12,HOSE,518,1,CTHĐQT/TGĐ,1971,2,1,2517993,1,2009,1,1,0,0,0,1,0,518,6,6048246,17.60287777,0,0,0,0,8874042,25.83,0,0,0
1.50204E+12,5.29578E+11,9.72466E+11,36905164137,29560680138,3914528921,8.30515E+11,8.2491E+11,HOSE,518,1,CTHĐQT/TGĐ,1971,2,1,2517993,1,2009,1,1,0,0,0,1,0,518,6,1076332,3.132567795,0,0,1759281,5.62,8874042,25.83,0,0,0
2.83265E+12,1.3075E+12,1.52515E+12,1.77456E+11,1.40949E+11,197321371,3.74914E+12,3.5511E+12,HOSE,512,1,CTHĐQT,1975,0,1,,0,,1,0,0,0,,0,0,512,7,28624643,24.09631727,0,0,7222325,6.1,0,0,59999358,50.51,50.51
2.70828E+12,1.07619E+12,1.63209E+12,3.13154E+11,2.50526E+11,757611818,4.03696E+12,3.85811E+12,HOSE,512,1,CTHĐQT,1975,2,1,0,0,,1,0,0,0,,0,0,512,7,27716676,23.33198771,0,0,7222325,6.1,0,0,59999358,50.51,50.51
2.19179E+12,1.41912E+12,7.72674E+11,70092520550,66275006738,-3092040551,1.62654E+11,1.62654E+11,HOSE,404,1,CTHĐQT/TGĐ,1984,1,1,300000,1,2015,1,1,0,0,0,1,0,404,7,279418,0.458062798,0,0,0,0,0,0,0,0,0
2.34215E+12,1.53171E+12,8.10437E+11,64774558548,54690675877,1354759064,3.6916E+11,3.66413E+11,HOSE,404,1,CTHĐQT/TGĐ,1984,1,1,1004810,1,2015,1,1,0,0,0,1,0,404,6,1022400,1.676067415,0,0,0,0,0,0,0,0,0
1.36838E+11,9024892151,1.27813E+11,55061371790,51779651612,-2840910,84341677350,84341677350,HOSE,301,1,CTHĐQT,1956,1,1,10000,0,2011,1,0,0,0,,0,0,301,5,65600,0.690526316,0,0,0,0,0,0,2890000,30.42,0
1.36118E+11,27177758501,1.0894E+11,59209367779,55679460823,0,89960985336,89960985336,HOSE,301,1,CTHĐQT,1956,1,1,10000,0,2011,1,0,0,0,,0,0,301,5,68310,0.719052632,0,0,0,0,0,0,2890000,30.42,0
1.33038E+11,17435336883,1.15603E+11,7889460567,6182658127,305959393,47022415079,47022415079,HNX,808,0,CTHĐQT,1976,1,1,1500000,0,2015,1,0,0,1,,0,0,808,5,26600,0.249303403,0,0,0,0,2780000,26.06,0,0,0
1.43639E+11,28052936786,1.15587E+11,10035505402,7978842391,339713259,49570318147,49570318147,HNX,808,0,CTHĐQT,1976,1,1,720000,0,2015,1,0,0,1,,0,0,808,5,11100,0.104032623,0,0,0,0,3120000,29.25,0,0,0
2.63961E+11,18207288930,2.45754E+11,1.20133E+11,95761594151,242454915,2.16601E+11,2.16601E+11,HOSE,1703,1,CTHĐQT,1953,1,1,41551,0,,1,0,0,0,,0,0,1703,6,2543419,21.04954983,0,0,0,0,0,0,4052434,33.54,0
2.76033E+11,27942069065,2.48091E+11,1.19669E+11,95240824018,46385981,2.19461E+11,2.19461E+11,HOSE,1703,1,CTHĐQT,1953,1,1,41551,0,,1,0,0,0,,0,0,1703,6,2602223,21.53621668,0,0,0,0,0,0,4052434,33.54,0
3.7642E+11,24099798324,3.5232E+11,7400970337,7389695254,-11629041587,2.13395E+11,2.13395E+11,HNX,901,1,CTHĐQT,1982,0,1,3230000,0,,1,0,0,0,,0,0,901,5,15800,0.048916409,0,0,0,0,3230000,10,0,0,0
4.94031E+11,1.30781E+11,3.63249E+11,-6408147982,-6490047635,-1149810777,42644409057,42644409057,HNX,901,1,CTHĐQT,1982,0,1,0,0,,1,0,0,0,,0,0,901,5,16100,0.049845201,0,0,0,0,3230000,10,0,0,0
3.94914E+11,2.13156E+11,1.81758E+11,5157682123,4118222781,1456758007,36277811759,30914781715,HOSE,405,1,CTHĐQT,1955,1,1,661320,0,2007,1,0,0,0,,0,1,405,5,17380,0.101046512,0,0,0,0,6442270,37.44,0,0,0
4.63893E+11,2.75951E+11,1.87942E+11,7889315212,6286762996,1683644007,54219846647,53063135677,HOSE,405,1,CTHĐQT,1955,1,1,1661320,0,2007,1,0,0,0,,0,1,405,5,19250,0.111918605,0,0,0,0,6788781,39.47,0,0,0
5.79334E+11,3.18292E+11,2.61042E+11,35755855141,28509652875,-166146330,4.58646E+11,4.58138E+11,HNX,401,1,CTHĐQT/GĐ,1958,1,1,4460000,1,2001,1,1,0,0,0,1,0,401,5,189940,0.863363636,0,0,0,0,6100000,27.73,0,0,0
1.69954E+12,1.25087E+12,4.48675E+11,84317338907,80701699637,-21675595,2.01962E+11,2.0193E+11,HNX,401,1,CTHĐQT,1958,1,1,7198000,0,2001,1,0,0,0,,0,0,401,5,16694,0.067914251,0,0,0,0,8428000,34.28,0,0,0
2.43956E+13,1.70469E+13,7.34869E+12,5.83628E+11,4.62941E+11,4458224256,1.14989E+13,1.14989E+13,HNX,301,1,CTHĐQT,1962,2,1,10000,0,2010,1,0,0,0,,0,0,301,5,,,0,0,0,0,0,0,677808500,99.67,99.67
2.1932E+13,1.44365E+13,7.49549E+12,5.99926E+11,5.62963E+11,16131087465,1.25844E+13,1.25844E+13,HNX,301,1,CTHĐQT,1962,2,1,10000,0,2010,1,0,0,0,,0,0,301,5,,,0,0,0,0,0,0,677808500,99.68,99.68
2.82621E+12,1.69633E+12,1.12988E+12,-14085706650,-17249184562,-3330861123,3.46461E+12,3.45828E+12,HOSE,514,1,CTHĐQT,1963,1,1,29220213,0,2001,1,0,0,0,,0,1,514,3,7741,0.012600185,0,0,0,0,43364543,71.52,11052389,18.22,0
2.79338E+12,1.80397E+12,9.89411E+11,-1.37243E+11,-1.40469E+11,-48967880769,2.5172E+12,2.5132E+12,HOSE,514,1,CTHĐQT/TGĐ,1963,1,1,29220213,1,2001,1,1,0,0,0,1,0,514,3,7731,0.012583908,0,0,0,0,43364543,70.52,11052389,17.99,0
1.77527E+11,57287031780,1.2024E+11,6367408526,5059395816,-115599947,1.43492E+11,1.43492E+11,HOSE,512,1,CTHĐQT,1955,1,1,1157000,0,1994,1,0,0,0,,0,0,512,5,20186,0.247625684,0,0,0,0,5369400,65.87,0,0,0
1.68725E+11,46554773758,1.2217E+11,9375660340,7420782175,-264312463,1.67011E+11,1.66938E+11,HOSE,512,1,CTHĐQT,1955,1,1,1242530,0,1994,1,0,0,0,,0,0,512,5,24616,0.301969376,0,0,0,0,5369400,65.87,0,0,0
71134890323,30194095138,40940795185,1636880017,1309061260,-40850636,44482262080,44482262080,,,,,,,,,,,,,,,,,,511,,,,0,0,0,0,0,0,0,0,
89180296510,44631323138,44548973372,4889886642,3753084508,-287724185,1.2408E+11,1.2408E+11,,,,,,,,,,,,,,,,,,511,,,,0,0,0,0,0,0,0,0,
1.16781E+12,1.01798E+11,1.06601E+12,3.17037E+11,2.87741E+11,659856498,6.38725E+11,6.38725E+11,HOSE,808,1,CTHĐQT,1967,1,1,0,0,2008,1,0,0,0,,0,0,808,5,6011260,15.02815,0,0,2062630,5.16,0,0,27880000,69.7,0
1.27862E+12,1.07476E+11,1.17115E+12,3.02273E+11,2.47631E+11,2162648832,5.59892E+11,5.59892E+11,HOSE,808,1,CTHĐQT,1967,1,1,0,0,2008,1,0,0,0,,0,0,808,5,5479220,13.69805,0,0,2062630,5.16,0,0,27880000,69.7,0
1.37287E+13,7.52962E+12,6.19909E+12,2.10178E+12,1.72279E+12,-5501038880,4.6455E+12,4.64532E+12,HOSE,405,1,CTHĐQT/TGĐ,1976,1,1,32460440,1,2003,1,1,0,0,0,1,0,405,5,168098425,48.01832404,0,0,0,0,32460440,9.27,19157477,5.47,0
1.98805E+13,1.06527E+13,9.22782E+12,2.38851E+12,1.88622E+12,78724345252,5.81479E+12,5.81358E+12,HOSE,405,1,CTHĐQT/TGĐ,1976,1,1,60187173,1,2003,1,1,0,0,0,1,0,405,5,236866012,45.54811958,0,0,0,0,60187173,11.57,0,0,0
3.89097E+11,21926684060,3.6717E+11,41374380905,33908074095,129414890,92321151727,92321151727,HNX,808,1,CTHĐQT,1972,0,1,6270000,0,,1,0,0,0,,0,0,808,4,9797650,37.70208112,0,0,8247262,31.73,6270000,24.13,6270000,24.13,0
4.32693E+11,24956536920,4.07736E+11,50951602968,41266309562,18526486,1.18551E+11,1.18551E+11,HNX,808,1,CTHĐQT,1972,0,1,6270000,0,,1,0,0,0,,0,0,808,4,10084860,38.80728642,0,0,2863277,11.02,6270000,24.13,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.99314E+12,3.91461E+12,5.07853E+12,2.04847E+12,1.63294E+12,36693286784,4.09195E+12,4.09073E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.60636E+11,43512277303,1.17124E+11,227602642,150953284,3939345373,3.37932E+11,3.29158E+11,HOSE,601,1,CTHĐQT,1962,0,1,0,0,2018,1,0,0,0,,0,0,601,5,36910,0.372828283,0,0,0,0,0,0,6514700,65.8,65.8
