SIZE,ROE,ROA,ROS,LEV,FOR,GOV,CHAIR,Duality,CEO1,BSIZE
27.47535161661202,0.214655988,0.10552741,0.169555566,0.508388231,24.0,0.0,0.0,1.0,1.0,5.0
28.07647587225287,0.240076383,0.161863951,0.157409461,0.325778248,10.0,0.0,1.0,1.0,1.0,7.0
28.20069472540374,0.183823034,0.117361641,0.136625506,0.361552648,11.0,0.0,1.0,1.0,1.0,7.0
31.878261284988916,0.15968006,0.046731043,0.213668053,0.707345785,7.0,0.0,0.0,0.0,0.0,5.0
32.13059964843741,0.138477828,0.037645589,0.309881987,0.728148283,7.0,0.0,0.0,0.0,0.0,5.0
28.77146928496091,0.026001916,0.010041531,0.026701248,0.613815745,0.0,0.0,0.0,0.0,0.0,5.0
27.796560977811758,0.147236364,0.085802056,0.102334772,0.417250409,5.0,0.0,0.0,0.0,0.0,5.0
28.452038067335913,0.2632761,0.069474791,0.053247747,0.736115205,28.0,51.0,0.0,0.0,0.0,5.0
28.540383904930003,0.249379525,0.067141545,0.054139507,0.730769231,25.0,51.0,0.0,0.0,0.0,5.0
30.007284088599803,0.073545497,0.041987533,0.057851387,0.429089794,44.0,0.0,0.0,0.0,1.0,9.0
25.633609229710366,0.155490913,0.071166794,0.040812406,0.542309974,2.0,0.0,0.0,0.0,0.0,5.0
25.655867514903566,0.086758328,0.03851336,0.023882146,0.556084581,1.0,0.0,0.0,0.0,0.0,5.0
29.51762247351142,0.149852557,0.074489572,0.096648389,0.502914243,36.0,0.0,0.0,1.0,0.0,5.0
29.749115902089464,0.101889422,0.04527316,0.064406794,0.55566379,39.0,0.0,0.0,1.0,0.0,5.0
